Source,Frame,origX,origY,origValue,Error,Noise,SNR,Background,+/-,Signal,+/-,Angle,+/-,X,+/-,Y,+/-,X SD,+/-,Y SD,+/-,Precision (nm)
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4457,45,49,30394,0.704313,21.0616,213.206,313.953,0.00713724,4490.45,0.348924,0,0,36.06909008,0.00769031,-23.76438788,0.00766435,220.67,0.00897158,220.67,0.00897158,9.80019
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4458,45,49,30740,0.735094,21.0708,196.609,335.764,0.00646634,4142.71,0.293406,0,0,4.709090081,0.00724586,-11.02438788,0.00724154,206.218,0.007926,206.218,0.007926,9.4331
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4459,45,49,27048,0.795584,20.6763,255.266,307.106,0.00901533,5277.95,0.483798,0,0,-17.02090992,0.00781131,-31.23438788,0.00781988,241.067,0.0108189,241.067,0.0108189,9.76074
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4460,45,49,23991,0.710757,20.9491,402.406,264.162,0.0154942,8430.02,1.078,0,0,-4.750909919,0.00776134,-42.47438788,0.00779237,298.069,0.0160473,298.069,0.0160473,9.41033
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4461,45,49,29198,0.698182,21.0561,275.002,297.235,0.00997479,5790.47,0.564784,0,0,-5.140909919,0.00784753,-33.25438788,0.00785061,252.41,0.0116838,252.41,0.0116838,9.83421
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4462,45,49,23750,0.613884,21.3614,642.446,186.413,0.0322709,13723.6,2.96494,0,0,-20.59090992,0.00781307,6.875612117,0.00777323,366.315,0.0286534,366.315,0.0286534,8.91743
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4463,45,49,29656,0.652733,21.6364,263.693,304.237,0.00929208,5705.36,0.506981,0,0,-13.62090992,0.00744619,-33.32438788,0.00745489,244.543,0.0105383,244.543,0.0105383,9.63097
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4464,45,49,27693,0.782595,21.0272,379.275,267.885,0.0127639,7975.08,0.80959,0,0,10.04909008,0.00700897,-14.75438788,0.00696077,277.393,0.0124739,277.393,0.0124739,8.82818
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4465,45,49,29840,0.730126,21.4394,224.697,301.743,0.00790831,4817.37,0.397758,0,0,2.369090081,0.00759753,13.70561212,0.00758363,227.362,0.00956835,227.362,0.00956835,9.8013
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4466,45,49,29651,0.749972,21.1695,234.298,329.58,0.00692334,4959.97,0.331019,0,0,0.539090081,0.0066685,-56.62438788,0.00667625,216.347,0.00763707,216.347,0.00763707,8.82699
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4466,70,41,1992,0.436539,21.1695,15.6255,56.403,0.00343071,330.783,574.263,0,0,4093.97909,48.8388,-1346.734388,0.485155,37.2838,14.653,37.2838,14.653,9.3697
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4468,45,49,33261,0.732669,21.159,329.135,277.871,0.0116726,6964.15,0.700952,0,0,-40.66090992,0.00725585,-32.66438788,0.00728724,265.818,0.0121773,265.818,0.0121773,9.22956
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4469,45,49,26908,0.687034,21.5047,278.863,292.882,0.0100152,5996.87,0.571037,0,0,3.779090081,0.00767188,-32.86438788,0.00766407,253.721,0.0114404,253.721,0.0114404,9.76086
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4471,45,49,31373,0.746978,21.4066,579.207,209.254,0.0236656,12398.8,1.9069,0,0,-44.73090992,0.00683468,-17.11438788,0.00686778,334.072,0.0197531,334.072,0.0197531,8.3948
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4472,45,49,31533,0.757665,21.0495,376.637,263.774,0.0115595,7928.02,0.682714,0,0,-29.62090992,0.00621345,7.605612117,0.00620934,262.613,0.0103486,262.613,0.0103486,8.17751
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4473,45,49,35168,0.717475,21.2467,241.544,306.368,0.00724847,5132.02,0.348662,0,0,-16.70090992,0.00654703,-24.65438788,0.00654828,218.114,0.00776167,218.114,0.00776167,8.71862
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4474,45,49,29122,0.735431,20.932,268.852,296.993,0.00948078,5627.59,0.528083,0,0,24.12909008,0.00785586,10.17561212,0.00779804,248.549,0.0112175,248.549,0.0112175,9.79062
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4475,45,49,24702,0.724051,21.8684,283.853,274.733,0.00950813,6207.4,0.529868,0,0,-0.450909919,0.00710149,-40.03438788,0.00710647,248.71,0.0102032,248.71,0.0102032,9.30298
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4476,45,49,30229,0.66146,21.2705,521.814,235.87,0.0272431,11099.3,2.34553,0,0,-9.670909919,0.00863763,9.795612117,0.00855952,349.918,0.0276093,349.918,0.0276093,9.79089
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4477,45,49,30238,0.782476,20.3566,383.645,268.691,0.0140274,7809.72,0.908675,0,0,-9.790909919,0.00743869,18.57561212,0.0074067,282.99,0.0142828,282.99,0.0142828,9.08397
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4478,45,49,32275,0.796226,20.8593,401.78,249.398,0.013911,8380.84,0.888668,0,0,-44.72090992,0.00675418,27.55561212,0.00675834,280.253,0.0129452,280.253,0.0129452,8.59118
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4480,45,49,33570,0.74061,21.1458,419.619,240.262,0.0168445,8873.17,1.16836,0,0,-41.90090992,0.00736758,-4.644387883,0.00737499,299.015,0.0163491,299.015,0.0163491,9.13271
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4482,45,49,29309,0.678415,21.2716,356.698,268.011,0.0151986,7587.53,1.00733,0,0,-36.82090992,0.00796388,14.12561212,0.00796046,288.653,0.016325,288.653,0.016325,9.81787
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4483,45,49,29823,0.693957,20.941,279.335,294.904,0.00886891,5849.56,0.478794,0,0,16.36909008,0.00712232,-22.35438788,0.0070977,241.829,0.00970869,241.829,0.00970869,9.11434
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4484,45,49,22520,0.594658,21.3286,567.794,202.883,0.0308409,12110.3,2.78155,0,0,-43.67090992,0.00852405,-16.57438788,0.00857234,361.654,0.0303211,361.654,0.0303211,9.63508
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4485,45,49,31572,0.81177,21.3289,236.588,299.761,0.00714906,5046.16,0.344156,0,0,16.40909008,0.00666466,-2.894387883,0.00665169,218.036,0.0078066,218.036,0.0078066,8.8474
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4486,45,49,24325,0.692366,20.8476,301.483,276.98,0.0109564,6285.21,0.645225,0,0,-3.570909919,0.00777328,-24.57438788,0.00776416,261.151,0.0123963,261.151,0.0123963,9.65498
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4489,45,49,27749,0.742077,20.7579,286.7,273.268,0.0107113,5951.28,0.614591,0,0,-18.84090992,0.00785411,0.435612117,0.00784427,256.049,0.0123477,256.049,0.0123477,9.75586
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4490,45,49,26741,0.682898,20.8761,341.315,261.678,0.0134404,7125.35,0.863359,0,0,4.729090081,0.00803792,11.74561212,0.00797477,280.67,0.0148878,280.67,0.0148878,9.7745
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4492,46,49,29480,0.802207,21.0809,321.046,266.72,0.00924449,6767.94,0.514477,0,0,51.48909008,0.00648396,-46.58438788,0.00648283,247.934,0.00911147,247.934,0.00911147,8.48225
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4493,45,49,30826,0.794154,21.1119,295.702,287.065,0.00997753,6242.84,0.557826,0,0,-4.510909919,0.00714122,10.92561212,0.00712083,250.143,0.010637,250.143,0.010637,9.15748
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4494,46,49,29366,0.771318,21.1972,331.145,267.632,0.0112156,7019.33,0.680652,0,0,34.06909008,0.00736249,-1.804387883,0.00727238,266.949,0.0118477,266.949,0.0118477,9.2415
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4495,46,49,24884,0.710444,21.0257,370.805,253.221,0.0130584,7796.44,0.866998,0,0,28.99909008,0.00775988,-32.74438788,0.00765662,286.05,0.0139295,286.05,0.0139295,9.41377
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4496,46,49,21863,0.707214,21.1538,448.711,224.702,0.0189328,9491.95,1.47709,0,0,22.93909008,0.00858426,6.305612117,0.00830003,323.612,0.0201433,323.612,0.0201433,9.78291
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4497,45,49,29575,0.689011,21.0898,374,256.591,0.0162352,7887.58,1.10616,0,0,-41.13090992,0.00803884,6.415612117,0.0080385,294.991,0.0173398,294.991,0.0173398,9.7967
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4498,45,49,32688,0.664015,20.709,292.088,306.389,0.0107113,6048.86,0.624687,0,0,4.129090081,0.00794604,-14.30438788,0.00791667,258.991,0.0124453,258.991,0.0124453,9.7878
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4499,46,49,24959,0.723707,21.1792,412.95,224.712,0.0159707,8745.96,1.13011,0,0,55.04909008,0.00773553,-33.54438788,0.00770535,301.8,0.0162881,301.8,0.0162881,9.37662
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4500,45,49,30567,0.722076,21.612,260.242,306.845,0.00783089,5624.37,0.394214,0,0,5.199090081,0.00650938,-18.18438788,0.00650044,227.366,0.00813504,227.366,0.00813504,8.71957
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4501,45,49,27179,0.671905,21.0562,309.157,291.047,0.0120794,6509.69,0.732257,0,0,-11.78090992,0.00793001,14.39561212,0.00790596,268.142,0.0136164,268.142,0.0136164,9.83539
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4502,45,49,31653,0.660039,20.8707,239.572,307.75,0.00758551,5000.02,0.369979,0,0,-59.75090992,0.00691313,22.06561212,0.00691296,221.244,0.00847614,221.244,0.00847614,8.99774
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4503,45,49,30387,0.60711,21.0592,305.168,286.155,0.0113392,6426.57,0.667963,0,0,-13.71090992,0.00762936,10.91561212,0.00761118,261.811,0.0125024,261.811,0.0125024,9.57943
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4504,45,49,30390,0.772404,20.6342,318.631,280.862,0.0110203,6574.71,0.64897,0,0,-62.81090992,0.00741099,-40.08438788,0.00744805,261.248,0.0119107,261.248,0.0119107,9.27185
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4505,45,49,30501,0.759276,21.0076,351.497,288.473,0.0107078,7384.09,0.624035,0,0,4.519090081,0.00650235,-11.85438788,0.00647639,258.855,0.0101811,258.855,0.0101811,8.44253
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4506,45,49,31756,0.795572,20.5576,294.61,282.757,0.00982163,6056.48,0.552917,0,0,5.299090081,0.00743266,-23.93438788,0.0074155,251.101,0.0109249,251.101,0.0109249,9.29141
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4507,45,49,31465,0.774891,21.2859,531.313,224.374,0.0169928,11309.5,1.18421,0,0,-36.16090992,0.00582908,30.08561212,0.0058327,300.064,0.013017,300.064,0.013017,7.65005
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4508,45,49,35906,0.765771,21.3926,421.34,264.947,0.0138106,9013.56,0.888425,0,0,-78.18090992,0.00635584,36.85561212,0.00635007,281.424,0.0120816,281.424,0.0120816,8.28643
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4509,45,49,29857,0.806274,21.1794,560.72,208.657,0.0197372,11875.7,1.46322,0,0,-48.24090992,0.00618131,-3.784387883,0.00618911,314.529,0.0155115,314.529,0.0155115,7.88349
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4511,45,49,36276,0.794694,20.7928,271.63,291.038,0.00795129,5647.95,0.396918,0,0,-46.91090992,0.00639486,-6.034387883,0.00639635,226.097,0.0081076,226.097,0.0081076,8.44151
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4512,45,49,27892,0.780056,21.211,445.092,237.276,0.0172734,9440.85,1.23705,0,0,3.829090081,0.00735759,9.335612117,0.00727913,305.549,0.0164645,305.549,0.0164645,9.00862
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4513,45,49,26860,0.699574,21.2163,409.328,256.605,0.0163967,8684.41,1.1404,0,0,-6.190909919,0.00758343,-0.954387883,0.00753878,299.067,0.0163721,299.067,0.0163721,9.30748
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4514,45,49,27258,0.692273,21.0348,606.094,203.767,0.0280891,12749.1,2.48179,0,0,3.259090081,0.00790361,21.68561212,0.00777946,355.794,0.0256636,355.794,0.0256636,8.95441
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4515,45,49,28092,0.699995,20.974,316.85,287.027,0.0106532,6645.62,0.625454,0,0,16.79909008,0.00731883,-12.51438788,0.00727007,260.074,0.0113859,260.074,0.0113859,9.21601
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4516,45,49,28677,0.652485,21.3598,324.746,289.859,0.0121748,6936.5,0.753407,0,0,8.099090081,0.00771433,-9.764387883,0.00766524,272.033,0.0132644,272.033,0.0132644,9.64302
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4517,45,49,26311,0.819913,21.5503,434.456,244.849,0.0157457,9362.64,1.08734,0,0,-12.79090992,0.00691213,-31.15438788,0.00692839,296.987,0.0144966,296.987,0.0144966,8.7607
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4518,45,49,35123,0.784699,21.7775,275.443,301.961,0.00836847,5998.47,0.428786,0,0,-24.44090992,0.00632442,-1.434387883,0.00632249,231.567,0.00831163,231.567,0.00831163,8.56022
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4519,45,49,28377,0.716503,20.9958,367.519,248.169,0.0157397,7716.37,1.0651,0,0,-21.26090992,0.00812523,3.205612117,0.00810692,293.171,0.0170701,293.171,0.0170701,9.84781
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4521,45,49,23464,0.680329,21.2935,400.727,263.313,0.0134711,8532.85,0.955184,0,0,52.14909008,0.00789725,-64.72438788,0.00780051,298.261,0.0144261,298.261,0.0144261,9.41748
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4523,45,49,33034,0.733357,20.9027,194.904,338.579,0.00578787,4074.01,0.246365,0,0,-4.110909919,0.0064975,-40.61438788,0.00649821,193.742,0.00658695,193.742,0.00658695,8.67704
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4527,45,49,27032,0.694738,21.1751,297.909,304.95,0.0108645,6308.24,0.631797,0,0,-16.26090992,0.00757754,-19.78438788,0.00757797,258.727,0.0120326,258.727,0.0120326,9.57653
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4528,45,49,32938,0.753671,20.6468,342.397,272.443,0.01108,7069.42,0.650999,0,0,-0.300909919,0.00690199,10.13561212,0.00687134,260.934,0.0110927,260.934,0.0110927,8.75262
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4529,45,49,30884,0.691888,21.139,180.616,332.003,0.00617484,3818.04,0.276968,0,0,30.59909008,0.00766755,-36.64438788,0.00765984,203.574,0.00810193,203.574,0.00810193,9.88557
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4530,45,49,25371,0.722885,21.4697,228.179,305.105,0.00751704,4898.95,0.378192,0,0,37.81909008,0.00744325,-18.92438788,0.00740859,226.521,0.00899968,226.521,0.00899968,9.62545
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4531,45,49,25922,0.71081,21.5313,254.006,293.386,0.00850645,5469.08,0.445763,0,0,12.02909008,0.00722423,7.515612117,0.00719887,235.838,0.00956862,235.838,0.00956862,9.39677
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4532,45,49,30096,0.813319,21.1714,404.556,264.044,0.0145404,8565.01,0.957323,0,0,-8.600909919,0.00698104,18.01561212,0.00694711,286.643,0.0137686,286.643,0.0137686,8.81022
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4534,45,49,26500,0.709991,21.0302,245.612,307.48,0.0083106,5165.27,0.434018,0,0,10.63909008,0.00758164,-29.10438788,0.00756927,234.844,0.00987387,234.844,0.00987387,9.63523
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4535,45,49,29380,0.744135,21.3778,281.896,298.766,0.00807876,6026.3,0.408419,0,0,-12.67090992,0.00613574,25.80561212,0.00613075,228.612,0.0078564,228.612,0.0078564,8.28563
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4536,45,49,26825,0.710171,21.0169,778.081,177.728,0.0317887,16352.9,2.8765,0,0,-47.75090992,0.00636089,13.27561212,0.0063609,362.831,0.0231985,362.831,0.0231985,7.62296
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4537,45,49,33316,0.790673,21.2365,423.559,253.124,0.0158496,8994.91,1.0834,0,0,-29.26090992,0.00707116,-23.10438788,0.00709442,295.193,0.0149529,295.193,0.0149529,8.88255
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4538,45,49,31000,0.752274,21.1175,312.132,286.131,0.0102707,6591.45,0.581346,0,0,-13.50090992,0.00691163,-11.62438788,0.00690477,252.868,0.0105271,252.868,0.0105271,8.92397
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4539,45,49,27496,0.723673,21.5233,229.694,305.643,0.00796932,4943.77,0.410885,0,0,28.82909008,0.00773014,-19.20438788,0.00769728,231.832,0.00974909,231.832,0.00974909,9.91425
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4541,45,49,27331,0.690819,21.1372,626.347,200.235,0.028008,13239.2,2.40558,0,0,-43.86090992,0.00716857,1.155612117,0.00717377,349.869,0.0236568,349.869,0.0236568,8.50071
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4542,45,49,26217,0.679522,20.9577,237.274,314.248,0.00756457,4972.71,0.383971,0,0,29.31909008,0.00743744,-46.71438788,0.00742302,228.191,0.00903828,228.191,0.00903828,9.48641
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4544,45,49,30208,0.706227,21.2507,258.808,302.879,0.00857961,5499.87,0.447595,0,0,-4.910909919,0.00713023,1.435612117,0.00711836,235.194,0.00952323,235.194,0.00952323,9.24738
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4545,45,49,28894,0.737824,20.7915,497.711,228.674,0.0188275,10348.1,1.39523,0,0,-1.510909919,0.00712093,-1.394387883,0.0070593,313.64,0.0170528,313.64,0.0170528,8.63504
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4546,45,49,25430,0.647099,21.4037,502.903,245.134,0.0217261,10764,1.70296,0,0,-86.70090992,0.00754302,30.55561212,0.00749876,327.113,0.0202326,327.113,0.0202326,9.07109
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4548,45,49,25591,0.709603,21.2655,540.601,218.182,0.0198151,11496.2,1.53777,0,0,2.739090081,0.00691706,-36.71438788,0.00691205,323.472,0.0171895,323.472,0.0171895,8.44482
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4549,45,49,29068,0.823677,21.2284,158.28,342.465,0.00509403,3360.04,0.200471,0,0,30.42909008,0.00673044,-77.35438788,0.00673133,179.093,0.00625501,179.093,0.00625501,9.05834
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4551,45,49,30794,0.724267,20.7164,320.499,276.377,0.0129295,6639.61,0.808659,0,0,-9.710909919,0.00822014,4.895612117,0.00818968,275.065,0.0148447,275.065,0.0148447,9.97501
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4552,45,49,30064,0.741893,21.0766,361.829,270.82,0.0138448,7626.11,0.893927,0,0,-9.000909919,0.00756987,-3.954387883,0.00754189,282.154,0.0143888,282.154,0.0143888,9.39256
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4553,45,49,27796,0.740242,21.3799,385.849,257.019,0.014092,8249.41,0.904461,0,0,-36.79090992,0.00692269,11.02561212,0.00692004,281.346,0.0133949,281.346,0.0133949,8.86625
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4554,45,49,31519,0.760008,20.6196,266.366,308.256,0.00750657,5492.35,0.364801,0,0,-55.48090992,0.00624731,-10.24438788,0.00624885,220.445,0.00760207,220.445,0.00760207,8.2734
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4555,45,49,35823,0.698069,21.5679,335.758,275.531,0.0118677,7241.59,0.714809,0,0,-38.52090992,0.00702476,-24.97438788,0.00704538,266.657,0.0119365,266.657,0.0119365,9.09244
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4556,45,49,20374,0.581514,21.7776,790.655,162.39,0.0435062,17218.6,4.55697,0,0,-23.64090992,0.00785001,-8.604387883,0.00784011,399.836,0.0364176,399.836,0.0364176,8.64111
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4557,45,49,28084,0.721412,21.5139,486.809,231.887,0.0184599,10473.2,1.36389,0,0,3.479090081,0.00700215,-5.104387883,0.00693193,312.707,0.0164822,312.707,0.0164822,8.67647
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,4558,45,49,24886,0.744665,20.9866,312.116,289.079,0.0099384,6550.26,0.592619,0,0,50.60909008,0.00758289,-40.75438788,0.00748808,261.279,0.0111289,261.279,0.0111289,9.38945
