Source,Frame,origX,origY,origValue,Error,Noise,SNR,Background,+/-,Signal,+/-,Angle,+/-,X,+/-,Y,+/-,X SD,+/-,Y SD,+/-,Precision (nm)
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11591,45,49,28723,0.799984,20.982,331.926,276.26,0.0118008,6964.46,0.720078,0,0,12.07909008,0.00749971,6.415612117,0.00743912,268.912,0.0125886,268.912,0.0125886,9.34847
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11592,45,49,25367,0.732561,21.7863,443.718,230.294,0.0184799,9666.95,1.34308,0,0,-26.28090992,0.00733599,-12.89438788,0.00734142,309.559,0.0174509,309.559,0.0174509,9.15864
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11593,45,49,26717,0.683659,22.1488,570.293,183.761,0.0253678,12631.3,2.11477,0,0,-12.96090992,0.0071631,21.81561212,0.00711486,342.117,0.021696,342.117,0.021696,8.74188
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11594,45,49,27862,0.721798,21.6056,409.356,255.662,0.0178399,8844.39,1.31025,0,0,14.70909008,0.00822614,17.95561212,0.00809444,310.941,0.0187667,310.941,0.0187667,9.84555
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11599,46,49,25642,0.656323,22.0981,412.944,266.885,0.0171192,9125.28,1.254,0,0,43.01909008,0.00791916,-20.09438788,0.00780697,309.635,0.0174668,309.635,0.0174668,9.66893
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11600,45,49,32506,0.597829,21.9775,198.171,337.297,0.00691706,4355.28,0.328025,0,0,19.72909008,0.00749882,-11.10438788,0.00748563,214.901,0.00858055,214.901,0.00858055,9.88945
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11601,46,49,23875,0.755747,21.2331,397.842,248.349,0.0155894,8447.41,1.10871,0,0,45.93909008,0.00807025,-41.87438788,0.00803182,302.233,0.0166307,302.233,0.0166307,9.67191
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11603,45,49,29280,0.672338,22.1998,220.678,314.997,0.00792341,4899.01,0.401085,0,0,11.45909008,0.00755598,-0.454387883,0.00753666,228.528,0.00951743,228.528,0.00951743,9.95084
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11605,45,49,24700,0.607763,21.9912,267.237,281.472,0.00961584,5876.88,0.537674,0,0,20.40909008,0.00757771,6.235612117,0.00752656,249.497,0.0109392,249.497,0.0109392,9.79454
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11606,45,49,37135,0.718068,21.9299,194.689,316.117,0.00571907,4269.5,0.242649,0,0,23.85909008,0.00615767,-27.56438788,0.00615486,193.04,0.00618519,193.04,0.00618519,8.54478
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11609,45,49,28270,0.713588,21.9294,247.249,311.664,0.00789938,5422.03,0.40168,0,0,-5.200909919,0.00686477,-43.48438788,0.00687176,229.284,0.00863552,229.284,0.00863552,9.16144
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11610,45,49,26809,0.627866,22.0079,274.63,303.07,0.0103342,6044.03,0.591944,0,0,-0.130909919,0.00769503,-17.38438788,0.00767677,255.116,0.0117492,255.116,0.0117492,9.9174
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11613,45,49,27150,0.739409,22.1907,390.686,263.988,0.0155582,8669.59,1.06189,0,0,-4.100909919,0.00734439,-8.724387883,0.00730636,294.579,0.0152265,294.579,0.0152265,9.34391
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11614,45,49,25729,0.677929,21.6626,163.346,341.493,0.00567401,3538.5,0.243948,0,0,26.31909008,0.0075962,-81.58438788,0.0076012,195.163,0.00757083,195.163,0.00757083,9.99707
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11615,45,49,31062,0.67875,22.3248,309.032,283.647,0.01167,6899.08,0.708108,0,0,2.509090081,0.00747845,-19.09438788,0.00745266,267.693,0.0124797,267.693,0.0124797,9.69584
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11616,45,49,24778,0.701184,22.0242,291.463,288.27,0.0104863,6419.25,0.605426,0,0,9.559090081,0.00736015,4.035612117,0.00731824,256.792,0.0113384,256.792,0.0113384,9.55314
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11617,45,49,33335,0.796203,21.9692,247.242,306.415,0.00849966,5431.71,0.438628,0,0,-23.60090992,0.00707905,1.095612117,0.0070761,233.093,0.00940756,233.093,0.00940756,9.3898
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11618,45,49,31907,0.754807,21.501,1001.4,125.695,0.0417199,21531.2,4.50575,0,0,23.80909008,0.00679359,-5.854387883,0.00655528,406.085,0.0292897,406.085,0.0292897,7.40942
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11619,45,49,30432,0.798397,21.802,278.054,297.176,0.00954902,6062.14,0.519595,0,0,-23.17090992,0.00699979,3.785612117,0.00699484,244.516,0.0101197,244.516,0.0101197,9.21987
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11620,45,49,29116,0.647343,21.6492,264.334,298.584,0.00881657,5722.61,0.470308,0,0,8.399090081,0.00713291,-10.53438788,0.00711199,239.614,0.00969581,239.614,0.00969581,9.31779
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11622,45,49,30915,0.771421,21.8637,367.977,263.654,0.0122058,8045.35,0.752477,0,0,1.989090081,0.00660629,-9.264387883,0.00657422,271.397,0.0113982,271.397,0.0113982,8.66836
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11626,45,49,31781,0.686731,22.8077,257.606,325.29,0.00846838,5875.39,0.440596,0,0,3.199090081,0.00663869,6.445612117,0.00662262,234.494,0.00877595,234.494,0.00877595,9.10146
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11630,45,49,23751,0.628212,21.8921,621.274,210.755,0.0355324,13601,3.42585,0,0,-24.14090992,0.00856285,-16.54438788,0.00857997,378.244,0.0338826,378.244,0.0338826,9.56999
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11631,45,49,24871,0.700437,22.0204,338.44,291.676,0.0120658,7452.57,0.754478,0,0,25.33909008,0.00731999,-4.034387883,0.00723027,273.73,0.0124385,273.73,0.0124385,9.36294
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11634,45,49,25501,0.636391,22.1487,467.888,233.586,0.0231873,10363.1,1.86137,0,0,-16.47090992,0.00815829,-6.994387883,0.0081309,332.976,0.0230744,332.976,0.0230744,9.80007
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11637,45,49,26646,0.637029,22.1825,573.066,224.197,0.0294987,12712.1,2.6524,0,0,-1.060909919,0.008164,-0.064387883,0.00805676,360.28,0.0276096,360.28,0.0276096,9.43075
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11639,45,49,27878,0.740512,21.8766,377.244,260.264,0.0146369,8252.81,0.9835,0,0,12.88909008,0.00752309,15.39561212,0.00743351,290.544,0.0148084,290.544,0.0148084,9.43203
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11640,45,49,27441,0.718047,21.5357,698.908,181.603,0.0324974,15051.4,3.04216,0,0,-1.770909919,0.00740852,2.965612117,0.00730466,370.429,0.0270183,370.429,0.0270183,8.48214
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11641,46,49,29407,0.746092,21.872,403.006,247.54,0.0128959,8814.56,0.850088,0,0,28.30909008,0.00678104,-29.32438788,0.00668492,284.505,0.0120569,284.505,0.0120569,8.67352
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11643,45,49,25753,0.763374,21.8764,408.672,257.145,0.0174226,8940.28,1.26367,0,0,12.78909008,0.00795643,8.455612117,0.00783936,308.118,0.0178479,308.118,0.0178479,9.69503
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11645,45,49,28099,0.69559,22.2414,323.877,282.462,0.012428,7203.5,0.757644,0,0,-40.12090992,0.00723153,-6.374387883,0.00723667,269.665,0.0127241,269.665,0.0127241,9.45436
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11648,45,49,28742,0.678951,21.6464,407.667,251.742,0.016322,8824.52,1.14595,0,0,8.199090081,0.00760215,22.14561212,0.00751546,300.762,0.0162689,300.762,0.0162689,9.37818
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11649,45,49,27241,0.694912,21.4251,271.779,302.469,0.00847624,5822.89,0.457295,0,0,43.68909008,0.00712913,-20.36438788,0.00706927,240.801,0.00936394,240.801,0.00936394,9.20584
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11650,46,49,28389,0.719468,21.6039,319.524,288.558,0.0100531,6902.99,0.585952,0,0,23.10909008,0.00694984,26.64561212,0.00685843,257.624,0.0103055,257.624,0.0103055,8.96715
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11651,45,49,31924,0.678537,21.9955,410.365,280.586,0.0183215,9026.18,1.36223,0,0,6.869090081,0.00820441,-19.47438788,0.00813534,313.77,0.0191726,313.77,0.0191726,9.92999
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11652,46,49,30131,0.734369,21.8189,323.917,259.918,0.0122155,7067.5,0.764231,0,0,43.02909008,0.00772661,28.44561212,0.00764273,274.066,0.0132692,274.066,0.0132692,9.73099
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11655,46,49,31503,0.755558,21.2277,332.519,267.818,0.0124759,7058.61,0.804176,0,0,23.71909008,0.00817,7.805612117,0.00800803,279.825,0.0141459,279.825,0.0141459,9.89762
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11656,45,49,26817,0.727402,21.8044,423.127,266.367,0.0173595,9226.04,1.23105,0,0,-11.79090992,0.00738464,5.815612117,0.00734678,303.762,0.016682,303.762,0.016682,9.23323
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11657,46,48,26985,0.729756,21.6527,752.824,156.8,0.0302415,16300.6,2.87617,0,0,55.87909008,0.0069916,-85.20438788,0.00702307,372.456,0.0239075,372.456,0.0239075,8.06805
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11661,45,49,32347,0.714642,21.6462,470.172,253.376,0.020206,10177.4,1.52169,0,0,-27.23090992,0.00741759,33.30561212,0.00741711,317.997,0.0189128,317.997,0.0189128,9.13358
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11662,46,48,27046,0.777672,21.6627,500.111,219.12,0.0172127,10833.8,1.32952,0,0,52.83909008,0.00716839,-54.67438788,0.00731186,319.569,0.0159875,319.569,0.0159875,8.76828
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11663,46,49,30561,0.671533,21.3039,378.524,252.384,0.0151754,8064.05,1.03751,0,0,50.43909008,0.00793786,0.305612117,0.00784165,294.435,0.0160511,294.435,0.0160511,9.65536
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11664,45,49,29799,0.59541,21.7974,609.087,208.018,0.0363098,13276.5,3.50536,0,0,-36.55090992,0.0087777,-11.39438788,0.008807,378.87,0.0354785,378.87,0.0354785,9.75561
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11665,46,49,30261,0.874105,21.5099,341.153,265.384,0.00927876,7338.18,0.512309,0,0,47.75909008,0.00591616,-24.55438788,0.00589466,246.615,0.00833056,246.615,0.00833056,7.9957
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11667,45,49,29864,0.733873,21.397,318.704,302.155,0.0102758,6819.31,0.61854,0,0,36.02909008,0.00739305,-52.95438788,0.00735365,263.663,0.0111623,263.663,0.0111623,9.32634
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11672,45,49,28439,0.648406,22.2637,403.905,262.239,0.0159624,8992.42,1.08094,0,0,-35.84090992,0.00697672,5.115612117,0.00697429,293.544,0.014848,293.544,0.014848,9.04633
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11674,45,49,32045,0.655163,21.6715,325.176,294.94,0.0125583,7047.04,0.774599,0,0,-13.54090992,0.00755277,-0.764387883,0.0075337,271.999,0.0133548,271.999,0.0133548,9.60194
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11676,45,49,36396,0.69057,22.0903,397.976,255.937,0.0157194,8791.41,1.05624,0,0,-46.71090992,0.00703843,4.735612117,0.00703993,291.812,0.0148123,291.812,0.0148123,9.08456
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11680,45,49,26347,0.672206,21.9537,601.6,205.567,0.0351526,13207.3,3.32894,0,0,-33.02090992,0.00854328,10.49561212,0.00852882,374.172,0.0336603,374.172,0.0336603,9.6472
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11682,45,49,21217,0.703994,21.8026,647.279,188.731,0.0330164,14112.3,3.09283,0,0,-10.09090992,0.00788457,-2.384387883,0.00781724,370.832,0.0292676,370.832,0.0292676,8.99345
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11683,45,49,25407,0.634866,21.9997,540.603,216.281,0.0273037,11893.1,2.33939,0,0,-28.01090992,0.00795064,-10.44438788,0.0079568,348.953,0.0256381,348.953,0.0256381,9.41335
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11685,45,49,29047,0.73505,21.753,379.552,249.147,0.0147778,8256.39,0.986744,0,0,-0.150909919,0.0074266,24.72561212,0.0073746,289.554,0.0147916,289.554,0.0147916,9.34869
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11688,45,49,33596,0.735692,21.7748,208.739,324.409,0.00732241,4545.26,0.353386,0,0,-4.590909919,0.00744583,16.08561212,0.00743886,218.846,0.00888874,218.846,0.00888874,9.77357
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11692,46,49,27885,0.730449,21.9914,552.229,191.966,0.0249256,12144.3,2.18721,0,0,30.45909008,0.00826529,-16.11438788,0.0080132,352.169,0.0239345,352.169,0.0239345,9.39001
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11693,45,49,27326,0.616834,21.4061,445.935,266.835,0.0205318,9545.72,1.59595,0,0,-3.770909919,0.00836437,51.68561212,0.00834648,324.458,0.0214212,324.458,0.0214212,9.84681
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11694,45,49,26382,0.734306,21.5148,284.748,284.052,0.011201,6126.31,0.651804,0,0,-50.81090992,0.00782667,26.74561212,0.00782956,259.37,0.0127419,259.37,0.0127419,9.93018
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11698,45,49,30811,0.683245,21.8909,328.807,289.221,0.0131606,7197.89,0.84849,0,0,16.44909008,0.00800619,-5.054387883,0.00792142,280.943,0.0145445,280.943,0.0145445,9.98557
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11699,45,49,30046,0.680954,22.2512,277.413,311.123,0.0108025,6172.79,0.618682,0,0,-38.99090992,0.00754903,22.31561212,0.00754914,255.854,0.0119618,255.854,0.0119618,9.86008
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11701,45,49,27515,0.709842,21.9309,331.953,267.51,0.012998,7280.04,0.808595,0,0,-32.70090992,0.00741854,30.25561212,0.00741988,274.167,0.013496,274.167,0.013496,9.53888
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11702,45,49,27280,0.765202,21.7418,338.643,270.415,0.0117823,7362.7,0.727559,0,0,23.63909008,0.00724301,29.73561212,0.00716243,271.016,0.0121027,271.016,0.0121027,9.24158
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11703,45,49,28547,0.680959,21.6273,538.655,215.065,0.0258652,11649.7,2.20409,0,0,-23.17090992,0.00801639,57.90561212,0.00808285,346.919,0.0247191,346.919,0.0247191,9.38867
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11704,45,49,25539,0.605448,21.6736,309.78,290.354,0.0119431,6714.04,0.730112,0,0,7.879090081,0.00780569,18.52561212,0.00775015,269.47,0.0132331,269.47,0.0132331,9.83579
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11706,45,49,35898,0.757689,22.0518,175.342,325.057,0.00536904,3866.62,0.217096,0,0,16.78909008,0.00618619,44.13561212,0.00618533,184.183,0.00596243,184.183,0.00596243,8.64121
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11708,45,49,27195,0.574315,22.1836,375.5,277.156,0.0164884,8329.94,1.13063,0,0,-55.27090992,0.00769793,17.43561212,0.00769716,296.471,0.0168035,296.471,0.0168035,9.73969
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11710,45,49,22428,0.579894,21.8265,657.184,206.354,0.0422428,14344,4.34237,0,0,-25.39090992,0.00911625,15.48561212,0.00907772,395.139,0.0413896,395.139,0.0413896,9.80664
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11712,45,49,29815,0.735218,21.8806,447.857,253.57,0.021073,9799.41,1.64012,0,0,0.939090081,0.00820727,16.01561212,0.00811107,325.187,0.0213996,325.187,0.0213996,9.80338
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11714,46,49,28445,0.765901,22.008,398.175,262.854,0.0173904,8763.03,1.27318,0,0,41.95909008,0.00826447,6.495612117,0.00810687,309.854,0.0184292,309.854,0.0184292,9.97322
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11716,45,49,25176,0.664241,21.6649,248.107,325.422,0.00897761,5375.22,0.478454,0,0,-44.11090992,0.00757561,57.31561212,0.00759222,239.757,0.0104745,239.757,0.0104745,9.80398
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11719,45,49,26984,0.707827,22.0624,470.511,223.806,0.0222046,10380.6,1.75679,0,0,-5.920909919,0.00796371,15.70561212,0.00789069,329.341,0.0216885,329.341,0.0216885,9.5983
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11720,45,49,25622,0.705496,21.9471,1069.37,115.463,0.0615266,23469.6,7.60689,0,0,-3.730909919,0.0078549,32.63561212,0.00774006,444.253,0.0470593,444.253,0.0470593,8.02431
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11723,46,49,26035,0.627706,21.8957,535.11,209.336,0.0229372,11716.6,1.90638,0,0,37.70909008,0.00776749,9.815612117,0.00755222,339.718,0.0212585,339.718,0.0212585,9.11256
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11730,45,49,30900,0.765201,21.958,276.506,260.682,0.00948423,6071.52,0.518491,0,0,-9.310909919,0.00704137,35.23561212,0.00703214,245.248,0.0101136,245.248,0.0101136,9.28863
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11731,46,49,22372,0.622583,22.0414,467.991,220.091,0.0223075,10315.2,1.80235,0,0,59.31909008,0.00831314,-19.48438788,0.00824065,333.575,0.0225976,333.575,0.0225976,9.8356
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11732,45,49,33692,0.715214,21.6583,275.642,281.358,0.00961468,5969.96,0.5367,0,0,18.66909008,0.00743777,10.65561212,0.00739,249.196,0.0107402,249.196,0.0107402,9.56899
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11734,45,49,23701,0.635401,21.4625,619.498,217.52,0.0336055,13296,3.3195,0,0,-7.260909919,0.00911335,-53.87438788,0.00927857,382.505,0.0341122,382.505,0.0341122,9.80129
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11739,46,49,30903,0.789074,21.733,452.144,227.488,0.0156464,9826.43,1.1152,0,0,25.99909008,0.00703901,10.31561212,0.00685902,302.743,0.0143869,302.743,0.0143869,8.72786
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11742,45,49,27952,0.743447,22.4989,450.004,243.06,0.0200765,10124.6,1.51961,0,0,-7.410909919,0.00755071,17.05561212,0.00749245,318.878,0.0190412,318.878,0.0190412,9.41859
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11744,45,49,25108,0.718112,21.27,305.934,283.182,0.0102598,6507.23,0.605446,0,0,36.31909008,0.00752557,-23.07438788,0.00744566,260.209,0.0113374,260.209,0.0113374,9.45131
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11745,45,49,28250,0.741893,21.5597,309.952,273.917,0.0112973,6682.46,0.660387,0,0,-34.38090992,0.00723483,1.245612117,0.00723395,260.341,0.0118491,260.341,0.0118491,9.33505
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11746,45,49,32457,0.660746,21.7854,268.595,308.09,0.00958056,5851.46,0.532511,0,0,15.25909008,0.00753036,9.435612117,0.00748771,248.375,0.0108537,248.375,0.0108537,9.70638
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11747,45,49,30716,0.698505,21.2907,641.185,198.798,0.0291867,13651.3,2.62183,0,0,2.299090081,0.00759782,26.20561212,0.00748479,359.898,0.0254259,359.898,0.0254259,8.69977
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11748,45,49,34682,0.734263,21.9121,194.395,332.252,0.00678001,4259.62,0.314979,0,0,-12.34090992,0.00737786,-22.52438788,0.00737773,211.009,0.00834608,211.009,0.00834608,9.77252
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11749,45,49,29171,0.68767,21.8928,496.117,245.941,0.0185229,10861.4,1.38954,0,0,-14.36090992,0.00686228,-45.56438788,0.00692812,315.678,0.0163005,315.678,0.0163005,8.6397
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11750,45,49,34473,0.662964,21.8609,249.505,329.512,0.00863504,5454.39,0.448801,0,0,-41.62090992,0.007141,-12.97438788,0.00714507,234.623,0.00960354,234.623,0.00960354,9.42547
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,11751,45,49,23062,0.758593,22.131,333.683,278.993,0.013819,7384.74,0.895511,0,0,0.329090081,0.00787612,8.735612117,0.0078222,282.792,0.0149136,282.792,0.0149136,9.94837
